Identifier,Label,Status,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped status,Mapped type,IsLive,IsMappedLive
65,Public health,Live,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,927,Midwifery and maternity services,Live,Service,1,1
65,Public health,Live,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1745,Public health strategic needs assessment,Live,Service,1,1
65,Public health,Live,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1827,Rapid lateral flow testing sites,Live,Service,1,1
65,Public health,Live,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1746,Stopping smoking,Live,Service,1,1
65,Public health,Live,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1776,Water fluoridation schemes,Live,Service,1,1
59,Adult services,Live,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,,,,,,1,0
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1757,Adult care plan,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1121,Adult placement,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1743,Care Act 2014 implementation,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1283,Care ambassadors,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,242,Care at home,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,209,Care needs assessment,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,232,Client contact problems,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,833,Leaving hospital,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1284,Mental health support,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,312,Out of hours social care,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,309,Power of attorney,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1759,Register of sight impaired and disabled adults,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1758,Safeguarding Adults Board,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,731,Safeguarding vulnerable adults,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,229,Shared care for adults,Live,Service,1,1
148,Adult social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1756,Social care financial assessment,Live,Service,1,1
61,Carers,Live,,2013-03-04,2013-03-04,,Function,59,Adult services,Health and social care,Adult services,contains,225,Adult carers advice and support,Live,Service,1,1
61,Carers,Live,,2013-03-04,2013-03-04,,Function,59,Adult services,Health and social care,Adult services,contains,162,Advocacy for carers,Live,Service,1,1
61,Carers,Live,,2013-03-04,2013-03-04,,Function,59,Adult services,Health and social care,Adult services,contains,732,Alternative care providers,Live,Service,1,1
61,Carers,Live,,2013-03-04,2013-03-04,,Function,59,Adult services,Health and social care,Adult services,contains,1437,Carers allowance,Live,Service,1,1
61,Carers,Live,,2013-03-04,2013-03-04,,Function,59,Adult services,Health and social care,Adult services,contains,1755,Carers assessment,Live,Service,1,1
61,Carers,Live,,2013-03-04,2013-03-04,,Function,59,Adult services,Health and social care,Adult services,contains,298,Carers support groups,Live,Service,1,1
61,Carers,Live,,2013-03-04,2013-03-04,,Function,59,Adult services,Health and social care,Adult services,contains,227,Respite care for adults,Live,Service,1,1
61,Carers,Live,,2013-03-04,2013-03-04,,Function,59,Adult services,Health and social care,Adult services,contains,1790,Short breaks,Live,Service,1,1
61,Carers,Live,,2013-03-04,2013-03-04,,Function,59,Adult services,Health and social care,Adult services,contains,300,Young carers support,Live,Service,1,1
149,Equipment and supporting services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,147,Assisted garden maintenance,Live,Service,1,1
149,Equipment and supporting services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,313,Community alarms and Telecare,Live,Service,1,1
149,Equipment and supporting services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,287,Direct payments,Live,Service,1,1
149,Equipment and supporting services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,178,Home adaptations and aids,Live,Service,1,1
149,Equipment and supporting services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,271,Incontinence laundry service,Live,Service,1,1
149,Equipment and supporting services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,204,Independence support for disabled people,Live,Service,1,1
149,Equipment and supporting services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,315,Mobile meals,Live,Service,1,1
